[[[1652139900,1652140200,60,3.2275,3.10483,3.16567,3.128,null]]]
[[[1652139900,1652140200,60,5.07321,4.62412,5.54781,6.46574,null]]]
[[[1652139900,1652140200,60,0.115938,0.113385,0.137976,0.134275,null]]]
[[[1652139900,1652140200,60,2.07476e+11,2.07508e+11,2.07532e+11,2.07514e+11,null]]]
[[[1652139900,1652140200,60,0.7545,0.782,0.743333,0.69,null]]]
[[[1652139900,1652140200,60,1.6404,1.16502,1.1027,1.40468,null]]]
[[[1652139900,1652140200,60,0.119279,0.0934625,0.091245,0.106109,null]]]
[[[1652139900,1652140200,60,7.72619e+10,7.72712e+10,7.7269e+10,7.72843e+10,null]]]
[[[1652139900,1652140200,60,0.742,0.6985,0.613333,0.5575,null]]]
[[[1652139900,1652140200,60,3.26824,1.72239,0.909215,1.03366,null]]]
[[[1652139900,1652140200,60,0.0754771,0.0538611,0.0386147,0.0435126,null]]]
[[[1652139900,1652140200,60,7.45783e+10,7.45954e+10,7.46123e+10,7.46097e+10,null]]]
[[[1652139900,1652140200,60,1.266,1.21667,1.14667,1.03,null]]]
[[[1652139900,1652140200,60,2.55291,2.39265,2.32807,1.79483,null]]]
[[[1652139900,1652140200,60,0.0756166,0.0830533,0.0946293,0.0705553,null]]]
[[[1652139900,1652140200,60,7.78917e+10,7.79226e+10,7.794e+10,7.792e+10,null]]]
[[[1652139900,1652140200,60,0.316167,0.377,0.372,0.337333,null]]]
[[[1652139900,1652140200,60,1.89938,3.39667,2.11192,1.30308,null]]]
[[[1652139900,1652140200,60,0.00913373,0.0213038,0.0157597,0.00781407,null]]]
[[[1652139900,1652140200,60,2.64742e+11,2.64785e+11,2.64836e+11,2.64845e+11,null]]]
[[[1652139900,1652140200,60,2.49467,2.58767,2.58633,null,null]]]
[[[1652139900,1652140200,60,5.28894,5.30409,4.55594,null,null]]]
[[[1652139900,1652140200,60,0.0969593,0.096011,0.0896441,null,null]]]
[[[1652139900,1652140200,60,2.08974e+11,2.08934e+11,2.08914e+11,null,null]]]
[[[1652139900,1652140200,60,0.872,0.9325,1.05,1.087,null]]]
[[[1652139900,1652140200,60,2.63609,2.84111,3.75968,3.34105,null]]]
[[[1652139900,1652140200,60,0.182075,0.199935,0.169126,0.138607,null]]]
[[[1652139900,1652140200,60,7.31561e+10,7.31421e+10,7.28606e+10,7.2994e+10,null]]]
[[[1652139900,1652140200,60,0.844,0.7715,0.686667,0.673,null]]]
[[[1652139900,1652140200,60,2.37938,1.61694,1.32939,1.9327,null]]]
[[[1652139900,1652140200,60,0.101979,0.0550071,0.050904,0.0672771,null]]]
[[[1652139900,1652140200,60,7.43157e+10,7.43213e+10,7.43256e+10,7.4304e+10,null]]]
[[[1652139900,1652140200,60,0.5165,0.533,0.513333,0.461,null]]]
[[[1652139900,1652140200,60,1.85053,1.9737,1.93212,1.43667,null]]]
[[[1652139900,1652140200,60,0.0608047,0.0616016,0.0554313,0.0609979,null]]]
[[[1652139900,1652140200,60,7.6465e+10,7.63807e+10,7.6427e+10,7.64796e+10,null]]]
[[[1652139900,1652140200,60,0.420667,0.361333,0.362,null,null]]]
[[[1652139900,1652140200,60,0.598422,0.607035,0.5985,null,null]]]
[[[1652139900,1652140200,60,1.7e-05,5.7e-05,0.000297,null,null]]]
[[[1652139900,1652140200,60,2.21197e+11,2.21196e+11,2.21194e+11,null,null]]]
[[[1652139900,1652140200,60,0.7235,0.772,0.86,0.8705,null]]]
[[[1652139900,1652140200,60,2.53972,3.2756,3.43028,2.14253,null]]]
[[[1652139900,1652140200,60,0.106699,0.136919,0.130333,0.0945191,null]]]
[[[1652139900,1652140200,60,7.52357e+10,7.52391e+10,7.52506e+10,7.52506e+10,null]]]
[[[1652139900,1652140200,60,1.183,1.02,0.916667,0.823333,null]]]
[[[1652139900,1652140200,60,1.83394,1.09447,0.949105,0.905753,null]]]
[[[1652139900,1652140200,60,0.0744005,0.0508117,0.0436547,0.044768,null]]]
[[[1652139900,1652140200,60,7.50767e+10,7.50836e+10,7.50886e+10,7.50997e+10,null]]]
[[[1652139900,1652140200,60,1.1645,1.314,1.4155,1.3295,null]]]
